Price,Close,High,Low,Open,Volume
Ticker,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD
Datetime,,,,,
2025-04-06 20:00:00+00:00,78810.0,79805.9921875,78633.4375,79610.0078125,2215884800
2025-04-06 21:00:00+00:00,78929.84375,79566.6640625,78811.8671875,78811.8671875,1563561984
2025-04-06 22:00:00+00:00,77911.8984375,79001.1875,77789.3984375,78901.71875,3671539712
2025-04-06 23:00:00+00:00,78088.5625,78530.3125,77128.8671875,77988.765625,4818337792
2025-04-07 00:00:00+00:00,78291.71875,78411.7265625,77411.0859375,78337.90625,2514092032
2025-04-07 01:00:00+00:00,79068.1953125,79247.484375,78261.421875,78261.421875,2602860544
2025-04-07 02:00:00+00:00,78382.203125,79122.3828125,78382.203125,79115.625,1091391488
2025-04-07 03:00:00+00:00,77577.6953125,78397.7734375,77342.484375,78390.953125,1881853952
2025-04-07 04:00:00+00:00,76992.4140625,77875.6640625,76710.4609375,77712.2421875,3010756608
2025-04-07 05:00:00+00:00,76824.09375,77443.3125,76661.4921875,77151.296875,2553860096
2025-04-07 06:00:00+00:00,74830.296875,77148.5546875,74511.171875,76871.3359375,6181826560
2025-04-07 07:00:00+00:00,75091.953125,75276.890625,74467.703125,74727.2265625,4674285568
2025-04-07 08:00:00+00:00,76201.3984375,76750.765625,75052.453125,75052.453125,3623022592
2025-04-07 09:00:00+00:00,76193.9609375,76698.203125,75818.625,76176.234375,2363854848
2025-04-07 10:00:00+00:00,76874.671875,77456.6875,76125.984375,76125.984375,2913062912
2025-04-07 11:00:00+00:00,76615.1015625,77315.109375,76445.78125,76938.1953125,1969881088
2025-04-07 12:00:00+00:00,77292.4453125,77570.8359375,76449.859375,76635.1015625,4382883840
2025-04-07 13:00:00+00:00,78259.15625,78259.15625,75888.9140625,77241.8046875,1150590976
2025-04-07 14:00:00+00:00,78970.8359375,81111.015625,77938.2109375,78373.0234375,14757781504
2025-04-07 15:00:00+00:00,78683.6015625,79242.484375,77934.65625,79031.8359375,5676908544
2025-04-07 16:00:00+00:00,77345.265625,78486.265625,77345.265625,78457.703125,859406336
2025-04-07 17:00:00+00:00,79064.859375,79064.859375,77409.65625,77409.65625,426115072
2025-04-07 18:00:00+00:00,78321.78125,79222.3203125,78321.78125,79046.125,0
2025-04-07 19:00:00+00:00,78234.46875,78822.96875,78087.6953125,78473.3359375,0
2025-04-07 20:00:00+00:00,78813.859375,79048.3515625,78064.828125,78064.828125,0
2025-04-07 21:00:00+00:00,79300.4921875,79447.1875,78669.078125,78908.46875,0
2025-04-07 22:00:00+00:00,79993.53125,80163.1171875,79183.2265625,79183.2265625,0
2025-04-07 23:00:00+00:00,79133.5,80022.75,79133.5,79929.4375,0
2025-04-08 00:00:00+00:00,79061.53125,79523.234375,79061.53125,79140.75,0
2025-04-08 01:00:00+00:00,80670.8671875,80726.1640625,78960.1796875,78994.703125,274046976
2025-04-08 02:00:00+00:00,79891.25,80823.890625,79891.25,80572.8046875,0
2025-04-08 03:00:00+00:00,79824.203125,80135.5859375,79767.71875,79913.890625,0
2025-04-08 04:00:00+00:00,80279.2109375,80328.3515625,79845.5859375,79871.03125,0
2025-04-08 05:00:00+00:00,79817.7578125,80279.453125,79571.4765625,80279.453125,0
2025-04-08 06:00:00+00:00,79451.9609375,79785.828125,79309.9453125,79785.828125,0
2025-04-08 07:00:00+00:00,79475.4921875,79660.328125,79252.625,79438.6171875,0
2025-04-08 08:00:00+00:00,79131.9453125,79478.328125,78948.859375,79471.5625,0
2025-04-08 09:00:00+00:00,78946.40625,79146.3671875,78854.5390625,79125.2421875,0
2025-04-08 10:00:00+00:00,78961.6796875,79151.3203125,78843.546875,78906.515625,0
2025-04-08 11:00:00+00:00,79869.5703125,79877.5,78969.03125,78969.03125,0
2025-04-08 12:00:00+00:00,79842.171875,80102.0390625,79612.375,79964.4609375,0
2025-04-08 13:00:00+00:00,79938.78125,80215.0234375,79503.0546875,79822.59375,0
2025-04-08 14:00:00+00:00,78530.4765625,80197.1328125,78530.4765625,79913.2734375,0
2025-04-08 15:00:00+00:00,78486.2109375,78738.390625,78179.15625,78456.703125,0
2025-04-08 16:00:00+00:00,77427.8046875,78467.6171875,77341.0,78467.6171875,0
2025-04-08 17:00:00+00:00,77295.171875,77367.7734375,76529.359375,77306.390625,0
2025-04-08 18:00:00+00:00,77226.828125,77662.1796875,77096.7734375,77288.375,0
2025-04-08 19:00:00+00:00,76786.71875,77287.09375,76331.171875,77238.484375,627417088
2025-04-08 20:00:00+00:00,77014.8203125,77118.375,76575.5546875,76826.328125,350687232
2025-04-08 21:00:00+00:00,77004.3671875,77184.7109375,76700.4375,77031.6796875,0
2025-04-08 22:00:00+00:00,76719.9765625,76945.140625,76222.8515625,76945.140625,0
2025-04-08 23:00:00+00:00,76261.375,76696.8359375,76253.453125,76662.734375,0
2025-04-09 00:00:00+00:00,76443.7421875,76724.09375,76026.6875,76261.1015625,549027840
2025-04-09 01:00:00+00:00,75992.8359375,76502.4453125,74627.609375,76447.3359375,2251644928
2025-04-09 02:00:00+00:00,75568.7109375,76278.2734375,75568.7109375,76021.21875,328867840
2025-04-09 03:00:00+00:00,75003.03125,75785.4765625,75003.03125,75652.0859375,640184320
2025-04-09 04:00:00+00:00,76316.8671875,76786.8125,75015.4921875,75015.4921875,2146983936
2025-04-09 05:00:00+00:00,76621.6484375,76695.515625,76229.8984375,76362.203125,435314688
2025-04-09 06:00:00+00:00,76756.546875,77160.15625,76676.265625,76676.265625,489353216
2025-04-09 07:00:00+00:00,77739.625,77879.0234375,76774.25,76774.25,2693238784
2025-04-09 08:00:00+00:00,77310.1015625,77815.171875,77067.4453125,77674.0625,0
2025-04-09 09:00:00+00:00,77472.4765625,77480.2890625,77150.765625,77259.375,0
2025-04-09 10:00:00+00:00,77440.6796875,77512.109375,76943.359375,77460.75,240209920
2025-04-09 11:00:00+00:00,76133.125,76873.09375,75773.0703125,76873.09375,2896629760
2025-04-09 12:00:00+00:00,76803.234375,76946.796875,76028.3671875,76178.4453125,795619328
2025-04-09 13:00:00+00:00,77719.2109375,77725.1484375,76688.7578125,76738.421875,549617664
2025-04-09 14:00:00+00:00,76968.9765625,78174.265625,76968.9765625,77653.09375,349700096
2025-04-09 15:00:00+00:00,77112.640625,77472.890625,76906.5546875,76906.5546875,607432704
2025-04-09 16:00:00+00:00,78161.0625,78194.2109375,77165.296875,77192.15625,0
2025-04-09 17:00:00+00:00,82134.9296875,82134.9296875,78200.5859375,78200.5859375,7960363008
2025-04-09 18:00:00+00:00,81820.40625,82842.078125,81820.40625,82167.4609375,5378441216
2025-04-09 19:00:00+00:00,82227.609375,82516.8671875,81785.6796875,81785.6796875,2264743936
2025-04-09 20:00:00+00:00,83112.9140625,83112.9140625,82035.84375,82288.203125,1788141568
2025-04-09 21:00:00+00:00,83268.90625,83528.5703125,82885.328125,83190.0390625,3547693056
2025-04-09 22:00:00+00:00,83020.6328125,83432.890625,82979.828125,83382.9296875,1380155392
2025-04-09 23:00:00+00:00,82527.4140625,83094.078125,82527.4140625,83032.3828125,0
2025-04-10 00:00:00+00:00,82276.5703125,82651.2734375,82074.28125,82610.3125,0
2025-04-10 01:00:00+00:00,82207.5546875,82537.8984375,82207.5546875,82316.9609375,0
2025-04-10 02:00:00+00:00,82190.1875,82506.859375,82188.6875,82215.4765625,0
2025-04-10 03:00:00+00:00,81660.9296875,82186.609375,81449.4296875,82186.609375,0
2025-04-10 04:00:00+00:00,81964.609375,81979.25,81631.2890625,81787.625,0
2025-04-10 05:00:00+00:00,82140.8125,82171.1796875,81910.2734375,81970.9453125,0
2025-04-10 06:00:00+00:00,82095.390625,82290.09375,81853.7890625,82113.3828125,0
2025-04-10 07:00:00+00:00,81566.0546875,82163.6484375,81335.40625,82117.5703125,0
2025-04-10 08:00:00+00:00,81478.4765625,81760.2578125,81403.8125,81562.390625,409149440
2025-04-10 09:00:00+00:00,82011.4140625,82011.4140625,81342.109375,81506.109375,0
2025-04-10 10:00:00+00:00,81698.3828125,82086.09375,81563.7890625,82008.109375,243310592
2025-04-10 11:00:00+00:00,81824.625,81853.8359375,81472.75,81704.4296875,0
2025-04-10 12:00:00+00:00,81632.0703125,82338.9375,81435.890625,81835.203125,0
2025-04-10 13:00:00+00:00,80862.578125,81855.8515625,80840.921875,81660.328125,513482752
2025-04-10 14:00:00+00:00,81234.6015625,81739.796875,80632.8828125,80826.859375,0
2025-04-10 15:00:00+00:00,78640.9453125,81198.25,78640.9453125,81198.25,1327046656
2025-04-10 16:00:00+00:00,79403.6875,79568.171875,78577.8203125,78699.6171875,2340438016
2025-04-10 17:00:00+00:00,79343.8125,79401.3828125,78625.796875,79400.390625,0
2025-04-10 18:00:00+00:00,79499.9765625,79765.75,79263.546875,79287.015625,0
2025-04-10 19:00:00+00:00,79790.328125,79790.328125,79265.8046875,79447.0234375,0
2025-04-10 20:00:00+00:00,79811.546875,79883.515625,79538.6640625,79589.046875,0
2025-04-10 21:00:00+00:00,79675.046875,79959.46875,79653.7265625,79836.7109375,0
2025-04-10 22:00:00+00:00,79664.3125,79851.0078125,79528.9765625,79652.296875,0
2025-04-10 23:00:00+00:00,79560.1484375,79676.6484375,79404.1015625,79608.8984375,116011008
2025-04-11 00:00:00+00:00,79042.3359375,79673.25,79042.3359375,79557.734375,0
2025-04-11 01:00:00+00:00,80377.7890625,80377.7890625,78969.890625,78969.890625,26558464
2025-04-11 02:00:00+00:00,80246.2265625,80720.078125,80119.875,80356.7890625,1101811712
2025-04-11 03:00:00+00:00,80762.4921875,80792.703125,80288.140625,80288.140625,0
2025-04-11 04:00:00+00:00,80839.1640625,80954.515625,80691.96875,80780.609375,774815744
2025-04-11 05:00:00+00:00,80766.9609375,80831.375,80485.4375,80831.375,0
2025-04-11 06:00:00+00:00,81031.234375,81227.0078125,80864.1015625,80864.1015625,923131904
2025-04-11 07:00:00+00:00,81211.6484375,81361.5625,80824.8984375,81039.6875,0
2025-04-11 08:00:00+00:00,81517.8984375,81662.578125,80829.265625,81220.4921875,937967616
2025-04-11 09:00:00+00:00,82296.140625,82362.6015625,81435.0625,81536.515625,1206435840
2025-04-11 10:00:00+00:00,82587.2265625,82893.015625,82265.59375,82350.7421875,464678912
2025-04-11 11:00:00+00:00,82134.5859375,82796.578125,81984.59375,82610.515625,643305472
2025-04-11 12:00:00+00:00,82000.703125,82289.9609375,81876.125,82098.9140625,0
2025-04-11 13:00:00+00:00,82794.6875,83216.5234375,81812.0234375,82043.5546875,458985472
2025-04-11 14:00:00+00:00,81887.59375,82705.5234375,81316.6796875,82553.15625,0
2025-04-11 15:00:00+00:00,82480.0625,82591.2890625,81709.1796875,81867.1796875,0
2025-04-11 16:00:00+00:00,82785.4375,82945.0390625,82008.125,82462.4765625,0
2025-04-11 17:00:00+00:00,83846.5859375,83951.640625,82705.9921875,82757.7265625,0
2025-04-11 18:00:00+00:00,83574.8984375,84140.921875,83574.8984375,83859.8984375,221515776
2025-04-11 19:00:00+00:00,83853.390625,83870.5625,83605.3984375,83605.3984375,0
2025-04-11 20:00:00+00:00,83822.8046875,83975.2578125,83690.734375,83802.046875,731062272
2025-04-11 21:00:00+00:00,83678.4453125,84199.625,83621.578125,83816.4921875,568762368
2025-04-11 22:00:00+00:00,83399.3515625,83651.6171875,83305.578125,83644.578125,0
2025-04-11 23:00:00+00:00,83434.4453125,83489.3125,83135.8671875,83389.234375,0
2025-04-12 00:00:00+00:00,83324.3359375,83485.6953125,83235.3203125,83392.3828125,0
2025-04-12 01:00:00+00:00,83152.859375,83369.1875,83120.5625,83327.1796875,0
2025-04-12 02:00:00+00:00,82903.9765625,83230.1171875,82897.53125,83193.59375,0
2025-04-12 03:00:00+00:00,82927.84375,83082.0859375,82815.3203125,82817.3671875,78069760
2025-04-12 04:00:00+00:00,83252.7890625,83252.7890625,82833.3359375,82931.6328125,0
2025-04-12 05:00:00+00:00,83296.09375,83431.2109375,83164.5703125,83164.5703125,0
2025-04-12 06:00:00+00:00,83541.4375,83697.390625,83296.4765625,83296.4765625,89047040
2025-04-12 07:00:00+00:00,83667.4140625,83764.359375,83472.1484375,83531.2265625,0
2025-04-12 08:00:00+00:00,83572.6875,83912.8359375,83483.6796875,83696.9296875,0
2025-04-12 09:00:00+00:00,83499.5546875,83703.1953125,83417.546875,83579.8359375,0
2025-04-12 10:00:00+00:00,83385.4765625,83487.3359375,83287.6953125,83456.2890625,0
2025-04-12 11:00:00+00:00,83494.9140625,83588.53125,83421.3125,83421.3125,0
2025-04-12 12:00:00+00:00,83764.7890625,83862.75,83461.3984375,83488.9140625,0
2025-04-12 13:00:00+00:00,84445.9453125,84484.46875,83568.453125,83795.8203125,0
2025-04-12 14:00:00+00:00,84888.9765625,85182.8828125,84331.7421875,84338.6875,420292608
2025-04-12 15:00:00+00:00,85001.0234375,85359.71875,84642.65625,84830.75,0
2025-04-12 16:00:00+00:00,84637.5859375,85128.8359375,84592.9375,84980.9296875,368056320
2025-04-12 17:00:00+00:00,84733.359375,84809.2421875,84425.6484375,84625.9140625,0
2025-04-12 18:00:00+00:00,85150.9453125,85162.3203125,84729.3984375,84729.3984375,0
2025-04-12 19:00:00+00:00,84894.3671875,85168.515625,84845.9921875,85152.921875,0
2025-04-12 20:00:00+00:00,85564.953125,85798.859375,84896.0625,84919.4453125,0
2025-04-12 21:00:00+00:00,85374.140625,85510.4453125,85286.1875,85499.7734375,341655552
2025-04-12 22:00:00+00:00,85344.4375,85652.109375,85324.3515625,85381.0078125,0
2025-04-12 23:00:00+00:00,85271.6171875,85376.6796875,85168.8359375,85335.3984375,0
2025-04-13 00:00:00+00:00,85527.3359375,85527.3359375,85019.9609375,85269.2890625,0
2025-04-13 01:00:00+00:00,85231.5078125,85862.5,85177.5859375,85478.1328125,964362240
2025-04-13 02:00:00+00:00,85373.5234375,85373.5234375,84773.6171875,85278.3984375,566882304
2025-04-13 03:00:00+00:00,85383.8203125,85623.09375,85276.7578125,85292.0546875,1758539776
2025-04-13 04:00:00+00:00,84523.8203125,85408.8125,84492.8515625,85408.8125,7772160
2025-04-13 05:00:00+00:00,84484.6484375,84727.625,84386.4453125,84563.3984375,1954041856
2025-04-13 06:00:00+00:00,84596.1640625,84768.1796875,84460.5625,84489.28125,0
2025-04-13 07:00:00+00:00,84448.8515625,84734.75,84444.5546875,84587.8671875,0
2025-04-13 08:00:00+00:00,84620.796875,84620.796875,84264.90625,84401.25,0
2025-04-13 09:00:00+00:00,84883.3828125,84883.3828125,84507.546875,84633.5625,0
2025-04-13 10:00:00+00:00,84670.078125,84904.203125,84526.7734375,84904.203125,758687744
2025-04-13 11:00:00+00:00,84445.3359375,84705.0,84296.3828125,84671.5234375,136161280
2025-04-13 12:00:00+00:00,84387.2890625,84611.7421875,84267.0,84481.453125,0
2025-04-13 13:00:00+00:00,83510.0,84535.65625,83492.0390625,84399.5234375,0
2025-04-13 14:00:00+00:00,84047.203125,84069.71875,83494.0625,83494.0625,0
2025-04-13 15:00:00+00:00,83793.859375,84048.328125,83664.1796875,84048.328125,0
2025-04-13 16:00:00+00:00,84220.1875,84309.5234375,83803.90625,83803.90625,527046656
2025-04-13 17:00:00+00:00,84791.5703125,84848.1484375,84196.4609375,84207.359375,663627776
2025-04-13 18:00:00+00:00,84683.453125,84912.96875,84526.78125,84753.703125,0
2025-04-13 19:00:00+00:00,83916.5859375,84706.1875,83180.84375,84706.1875,1381150720
2025-04-13 20:00:00+00:00,83457.8046875,84311.96875,83247.078125,83926.84375,923617280
2025-04-13 21:00:00+00:00,83598.8125,83734.609375,83044.5625,83477.5390625,0
2025-04-13 22:00:00+00:00,83304.40625,83741.3671875,83154.5625,83560.4140625,1234771968
2025-04-13 23:00:00+00:00,83702.3515625,83747.453125,83206.0859375,83232.859375,0
2025-04-14 00:00:00+00:00,84258.5703125,84921.4765625,83706.9453125,83706.9453125,1344247808
2025-04-14 01:00:00+00:00,84093.171875,84591.5,84081.421875,84320.3515625,188291072
2025-04-14 02:00:00+00:00,85077.8203125,85436.59375,84030.53125,84080.2421875,1059778560
2025-04-14 03:00:00+00:00,84494.984375,85085.3671875,84465.8984375,85085.3671875,771563520
2025-04-14 04:00:00+00:00,84903.890625,85041.1953125,84438.4453125,84533.3125,0
2025-04-14 05:00:00+00:00,84511.09375,84937.3984375,84333.8203125,84849.0859375,0
2025-04-14 06:00:00+00:00,84565.2734375,84595.3515625,84264.40625,84524.1171875,0
2025-04-14 07:00:00+00:00,84559.5859375,84725.046875,84273.8359375,84572.6640625,299986944
2025-04-14 08:00:00+00:00,84717.1953125,84841.0859375,84441.125,84533.75,848865280
2025-04-14 09:00:00+00:00,84421.1875,84863.71875,84263.28125,84730.421875,154312704
2025-04-14 10:00:00+00:00,84680.015625,84768.9609375,84334.375,84428.375,297322496
2025-04-14 11:00:00+00:00,84869.34375,84900.078125,84497.28125,84633.0546875,137523200
2025-04-14 12:00:00+00:00,85057.359375,85180.4453125,84765.1171875,84903.578125,127201280
2025-04-14 13:00:00+00:00,84463.1875,85243.421875,84098.703125,85094.3203125,0
2025-04-14 14:00:00+00:00,85450.1484375,85746.6484375,84345.4375,84370.6484375,1508581376
2025-04-14 15:00:00+00:00,84114.8125,85325.6015625,83778.3203125,85325.6015625,2166917120
2025-04-14 16:00:00+00:00,84367.96875,84611.8203125,83898.5078125,84123.9296875,83849216
2025-04-14 17:00:00+00:00,84820.328125,84827.6171875,84244.8203125,84344.875,743993344
2025-04-14 18:00:00+00:00,84941.0859375,85023.796875,84750.203125,84852.34375,275619840
2025-04-14 19:00:00+00:00,84881.8125,85164.6015625,84788.8203125,84993.859375,0
2025-04-14 20:00:00+00:00,84891.3984375,84891.3984375,84575.5390625,84887.25,0
2025-04-14 21:00:00+00:00,84709.9296875,84932.6328125,84471.296875,84838.0625,0
2025-04-14 22:00:00+00:00,84491.5703125,84685.1875,84440.9609375,84685.1875,0
2025-04-14 23:00:00+00:00,84518.3515625,84722.859375,84443.1640625,84496.8046875,333803520
2025-04-15 00:00:00+00:00,84813.1171875,84888.4375,84366.171875,84561.34375,0
2025-04-15 01:00:00+00:00,84973.4140625,85109.796875,84575.375,84873.8125,0
2025-04-15 02:00:00+00:00,85110.5,85122.3203125,84746.90625,84938.859375,0
2025-04-15 03:00:00+00:00,85353.8046875,85353.8046875,85067.4296875,85247.4453125,0
2025-04-15 04:00:00+00:00,85473.6484375,85488.34375,85154.375,85357.7109375,0
2025-04-15 05:00:00+00:00,85557.0390625,85795.9921875,85465.5390625,85465.5390625,420657152
2025-04-15 06:00:00+00:00,85369.625,85632.21875,85344.5078125,85545.765625,130719744
2025-04-15 07:00:00+00:00,85661.09375,85739.0,85367.34375,85367.34375,541382656
2025-04-15 08:00:00+00:00,85770.78125,85926.4296875,85695.6875,85695.6875,0
2025-04-15 09:00:00+00:00,85940.515625,85940.515625,85622.7734375,85799.6328125,250662912
2025-04-15 10:00:00+00:00,85612.015625,85962.03125,85456.5625,85955.703125,110467072
2025-04-15 11:00:00+00:00,85554.703125,85651.9296875,85385.03125,85630.7109375,0
2025-04-15 12:00:00+00:00,85771.125,85771.125,85461.8359375,85567.8046875,179382272
2025-04-15 13:00:00+00:00,85642.75,86411.9296875,85636.7265625,85796.328125,0
2025-04-15 14:00:00+00:00,85171.9375,85926.1953125,84873.53125,85584.046875,1779957760
2025-04-15 15:00:00+00:00,84793.171875,85367.84375,84646.859375,85152.2421875,0
2025-04-15 16:00:00+00:00,84817.34375,85088.8125,84817.34375,84873.625,0
2025-04-15 17:00:00+00:00,84512.1015625,84991.109375,84456.7578125,84837.578125,0
2025-04-15 18:00:00+00:00,84194.03125,84561.9375,84185.6796875,84483.015625,82735104
2025-04-15 19:00:00+00:00,84010.5234375,84194.7265625,83923.1328125,84192.203125,201334784
2025-04-15 20:00:00+00:00,83947.0703125,84184.0703125,83828.2109375,84000.375,0
2025-04-15 21:00:00+00:00,84188.2578125,84203.8984375,83893.625,84005.515625,0
2025-04-15 22:00:00+00:00,83793.53125,84181.140625,83702.3359375,84181.140625,0
2025-04-15 23:00:00+00:00,83628.125,83833.9375,83606.3515625,83833.9375,1123444736
2025-04-16 00:00:00+00:00,83152.828125,83654.8828125,83152.828125,83617.484375,330975232
2025-04-16 01:00:00+00:00,83613.2421875,83624.2265625,83145.7109375,83145.7109375,239351808
2025-04-16 02:00:00+00:00,83876.2109375,83876.2421875,83603.3984375,83603.3984375,42477568
2025-04-16 03:00:00+00:00,83704.734375,83924.328125,83665.9921875,83871.34375,0
2025-04-16 04:00:00+00:00,83540.1875,83761.8046875,83426.9609375,83696.3125,0
2025-04-16 05:00:00+00:00,83435.265625,83774.890625,83228.90625,83563.7265625,432144384
2025-04-16 06:00:00+00:00,83655.5390625,83685.7421875,83299.4296875,83363.046875,222099456
2025-04-16 07:00:00+00:00,83325.65625,83715.1953125,83325.65625,83638.5234375,0
2025-04-16 08:00:00+00:00,83662.0546875,84035.0234375,83170.4296875,83334.8125,0
2025-04-16 09:00:00+00:00,83608.578125,83871.53125,83608.578125,83733.8515625,933885952
2025-04-16 10:00:00+00:00,83942.8984375,83965.671875,83626.46875,83627.953125,0
2025-04-16 11:00:00+00:00,84029.796875,84106.3046875,83797.3046875,83940.3203125,712536064
2025-04-16 12:00:00+00:00,83770.1796875,84217.9765625,83755.1015625,84025.234375,0
2025-04-16 13:00:00+00:00,83806.1171875,84089.09375,83598.4375,83766.0546875,0
2025-04-16 14:00:00+00:00,84550.8046875,84714.546875,83780.84375,83784.7109375,0
2025-04-16 15:00:00+00:00,84879.2421875,85232.09375,84549.046875,84587.6015625,1359015936
2025-04-16 16:00:00+00:00,85063.453125,85171.3125,84729.046875,84836.3984375,0
2025-04-16 17:00:00+00:00,83360.2109375,85414.34375,83360.2109375,85053.4296875,1304793088
2025-04-16 18:00:00+00:00,84036.1015625,84420.0546875,83314.8515625,83314.8515625,2102308864
2025-04-16 19:00:00+00:00,84382.3984375,84471.5625,83817.171875,84103.2109375,303247360
2025-04-16 20:00:00+00:00,84275.6640625,84618.0078125,84255.0859375,84350.5546875,634488832
2025-04-16 21:00:00+00:00,84572.296875,84665.296875,84267.171875,84293.1171875,0
2025-04-16 22:00:00+00:00,84491.2890625,84581.9375,84311.21875,84548.7578125,306606080
2025-04-16 23:00:00+00:00,84035.1328125,84468.609375,84031.1328125,84468.609375,0
2025-04-17 00:00:00+00:00,84188.328125,84188.328125,83944.1875,84028.8828125,0
2025-04-17 01:00:00+00:00,84307.5078125,84472.234375,84122.4375,84189.6875,0
2025-04-17 02:00:00+00:00,84247.8359375,84309.5859375,84056.4140625,84309.5859375,0
2025-04-17 03:00:00+00:00,83994.875,84273.6640625,83832.2734375,84260.1796875,140847104
2025-04-17 04:00:00+00:00,84140.59375,84160.6015625,83906.1875,83992.5078125,0
2025-04-17 05:00:00+00:00,84381.140625,84459.9765625,84093.375,84159.875,288423936
2025-04-17 06:00:00+00:00,84808.0078125,84808.0078125,84346.015625,84363.625,0
2025-04-17 07:00:00+00:00,84622.6953125,84970.3046875,84602.1015625,84801.1484375,0
2025-04-17 08:00:00+00:00,84433.2890625,84737.1875,84425.7734375,84637.96875,0
2025-04-17 09:00:00+00:00,84462.0703125,84502.765625,84344.1015625,84439.734375,469020672
2025-04-17 10:00:00+00:00,84340.1171875,84482.4765625,84217.328125,84456.1796875,0
2025-04-17 11:00:00+00:00,84553.984375,84705.734375,84267.7578125,84345.828125,568154112
2025-04-17 12:00:00+00:00,84754.7109375,84826.5859375,84540.609375,84540.609375,59475968
2025-04-17 13:00:00+00:00,84406.1875,84754.046875,84344.3828125,84754.046875,0
2025-04-17 14:00:00+00:00,84074.1640625,84437.015625,83798.46875,84437.015625,0
2025-04-17 15:00:00+00:00,84502.734375,84658.421875,84077.8984375,84077.8984375,0
2025-04-17 16:00:00+00:00,84929.8828125,85025.53125,84412.265625,84520.0234375,2637375488
2025-04-17 17:00:00+00:00,85147.125,85190.1328125,84825.4375,84932.6484375,0
2025-04-17 18:00:00+00:00,85098.75,85440.8671875,85070.609375,85113.640625,0
2025-04-17 19:00:00+00:00,84896.4375,85107.8125,84551.8671875,84942.78125,0
2025-04-17 20:00:00+00:00,85121.4921875,85136.15625,84870.2265625,84870.2265625,0
2025-04-17 21:00:00+00:00,85067.6640625,85137.7265625,84902.5078125,85137.7265625,0
2025-04-17 22:00:00+00:00,84750.1171875,85078.625,84749.7578125,85063.0,0
2025-04-17 23:00:00+00:00,84896.9921875,85008.9453125,84748.84375,84748.84375,504631296
2025-04-18 00:00:00+00:00,84772.8984375,85006.5625,84755.0078125,84921.125,516599808
2025-04-18 01:00:00+00:00,84937.5390625,85076.953125,84766.046875,84766.046875,66314240
2025-04-18 02:00:00+00:00,84899.5859375,84972.78125,84820.59375,84930.28125,0
2025-04-18 03:00:00+00:00,84816.9921875,84900.203125,84738.859375,84900.203125,0
2025-04-18 04:00:00+00:00,84670.2578125,84827.1640625,84605.6484375,84823.7890625,0
2025-04-18 05:00:00+00:00,84729.234375,84729.234375,84548.484375,84676.4609375,0
2025-04-18 06:00:00+00:00,84710.984375,84747.1171875,84588.9765625,84727.484375,0
2025-04-18 07:00:00+00:00,84624.2265625,84731.6171875,84443.1640625,84713.921875,0
2025-04-18 08:00:00+00:00,84615.40625,84744.4140625,84610.40625,84624.9296875,0
2025-04-18 09:00:00+00:00,84549.546875,84618.140625,84528.546875,84618.140625,601878528
2025-04-18 10:00:00+00:00,84509.953125,84630.1953125,84488.9140625,84546.3984375,0
2025-04-18 11:00:00+00:00,84607.3125,84607.3125,84482.1171875,84505.3671875,0
2025-04-18 12:00:00+00:00,84648.546875,84732.7421875,84570.0078125,84618.8359375,0
2025-04-18 13:00:00+00:00,84542.7109375,84642.9296875,84473.6796875,84642.9296875,118646784
2025-04-18 14:00:00+00:00,84536.609375,84582.5390625,84413.6875,84550.9609375,0
2025-04-18 15:00:00+00:00,84359.8203125,84574.390625,84340.1328125,84557.28125,0
2025-04-18 16:00:00+00:00,84449.8125,84527.59375,84337.4921875,84365.1171875,0
2025-04-18 17:00:00+00:00,84542.40625,84566.7265625,84380.4765625,84472.9921875,0
2025-04-18 18:00:00+00:00,84593.59375,84615.1953125,84521.0546875,84556.7109375,0
2025-04-18 19:00:00+00:00,84522.2578125,84617.03125,84513.21875,84605.7109375,0
2025-04-18 20:00:00+00:00,84485.375,84606.6328125,84462.734375,84531.703125,0
2025-04-18 21:00:00+00:00,84594.6640625,84646.6484375,84478.5078125,84493.2265625,0
2025-04-18 22:00:00+00:00,84515.984375,84612.6796875,84444.7109375,84588.609375,0
2025-04-18 23:00:00+00:00,84441.7734375,84513.3203125,84350.28125,84513.1796875,0
2025-04-19 00:00:00+00:00,84444.53125,84470.1875,84359.6015625,84450.2890625,0
2025-04-19 01:00:00+00:00,84541.59375,84571.1796875,84437.921875,84441.0390625,0
2025-04-19 02:00:00+00:00,84750.421875,84750.421875,84483.8203125,84536.640625,91801600
2025-04-19 03:00:00+00:00,84887.9453125,84947.4296875,84764.7265625,84764.7265625,301216768
2025-04-19 04:00:00+00:00,85010.046875,85216.96875,84881.1640625,84881.1640625,0
2025-04-19 05:00:00+00:00,85070.671875,85163.5234375,84997.9921875,85012.265625,626525184
2025-04-19 06:00:00+00:00,84933.203125,85091.1875,84897.3984375,85076.703125,77770752
2025-04-19 07:00:00+00:00,85202.8046875,85226.546875,84912.078125,84918.015625,0
2025-04-19 08:00:00+00:00,85297.4453125,85351.390625,85098.9609375,85207.8046875,0
2025-04-19 09:00:00+00:00,85355.8984375,85420.25,85243.1171875,85306.5625,0
2025-04-19 10:00:00+00:00,85229.8828125,85342.53125,85164.6796875,85342.53125,645479424
2025-04-19 11:00:00+00:00,85216.390625,85258.4453125,85150.46875,85241.203125,112775168
